URL;favicon_redirection;request_url_cross_site;iframe;submitting_information_to_email;url_of_anchor_cross_site;number_of_images;security_WOT_status;links_in_tags;ip_address_in_domain;long_url_character;prefix_suffix_in_domain;number_of_subdomain;https_lookup;registration_url_in_WHOIS;domain_registration_length;age_of_domain;result
https://b9nt1.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://ercl.jkjhgj.xyz/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;> 1 tahun;<= 5 bulan;phishing
http://sicherheit-e-bay-kleinanzeigen-fd.com/login.php;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;> 1 tahun;<= 5 bulan;phishing
http://apple.com.br-support.id/install;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-79/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-68/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-73/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-23/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-98/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-39/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-55/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-20/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-97/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-42/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://fox-consulting.pl/old/wp-admin/user/trademe/2a8e34c5c6197fdd421e98056789b579/log.htm?ip=38.135.95.34;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;>= 17% dan <= 81%;memiliki;panjang;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://genisse.github.io/nes/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://yon-rotena.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://amao-dc021.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://forfaitsiilimiter2.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://os-ri-mode.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://mon-tome.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://8mltd.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ondo-maro.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.safetyrevfo.top/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://anna-prone.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://place-data-22105.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://dion.tyjyepp0.xyz/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/?r=YUXXjfSY;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/?r=YUUXSY;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/?r=YUUXSY/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/?r=YUUNSY;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/?r=YUUNJY;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ebay.co.uk.e350040a85332ldtidx.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
"http://uyfgs.cdtrds.xyz/
";on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://amazon.co.jp.e834d8357afe20be57f60ec435deeb8c1da9386f.info/615ed7fb1504b0c724a296d7a69e6c7b2f9ea2c57c1d8206c5afdf392ebdfd25/signin.php?country=KRRepublic+of+Korea&lang=ja-JP;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://racingwheelsbike.com/signinassignin.ebay.itwseBayISAPI.dllSignasaaaInruhttps3A2F2Fwwawe/;cross site;< 22%;tidak menggunakan;menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://bnh8r.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://echanta-mess.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://echanta-mess.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://sfun-ocine.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ugen-orabe.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://apple.co/2K3bEYC;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://dna-olme.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ddgi5.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://amazon.co.jp.e834d8357afe20be57f60ec435deeb8c1da9386f.info/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;< 17%;tidak memiliki;menengah;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.apple.com.findmy-ios.info/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;< 31%;< 10;tidak aman;< 17%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://daisma-e7e6c.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://oaism-72827.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://olet-mado.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://orige-moci.web.app;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-55/;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.trusteeslaw.com/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ebay.us.contact-customer-article-help.ga/?fbclid=IwAR0lB6YZUYY66LwdRaJ4sjRTeJ9_fqX49BMi-hmqyywbkZFhdxrEgaAXYvQ;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.mgstyingzhiyou.zj-wiijee.com/static/userid.htm;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;< 17%;tidak memiliki;menengah;menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://ebay.us.find-articles-contact-help.ga?fbclid=IwAR0lB6YZUYY66LwdRaJ4sjRTeJ9_fqX49BMi-hmqyywbkZFhdxrEgaAXYvQ;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ebay.us.find-contact-help-secure.ga/?fbclid=IwAR0lB6YZUYY66LwdRaJ4sjRTeJ9_fqX49BMi-hmqyywbkZFhdxrEgaAXYvQ;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://www.todosprodutos.com.br/;on site;< 22%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://amazon.de.p122421.com/login/1574085644/;cross site;> 65%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://amazon.de.p122421.com/login/1574078443/;cross site;> 65%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://amazonww.com/;cross site;> 65%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://g1gec.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.111ea.org/dp/themes/seven/images/home/amazon/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;tidak menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;> 5 bulan;phishing
http://shengjiangjihs.com/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://woundht.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://hasmob.com/other/alibaba.com/Login.htm;cross site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://deces06.weebly.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://k7ag8.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://servicemazoneorder.demoparlour.com/secure/resolve-account/a3596661f80beea17926/cc352b42004772d3a6752e65c99e8a9b/9e00798d5f5c563036c12b69e9659111/cgi/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;>= 17% dan <= 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://sbtyx.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://hasmob.com/other/alibaba.com/Login.htm;cross site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://raesewsart.com/esewsarlokcke/;cross site;< 22%;tidak menggunakan;menggunakan fungsi mailto;< 31%;< 10;tidak aman;>= 17% dan <= 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
boitemobile-vocals.wixsite.com/monsite;cross site;> 65%;menggunakan;menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://deces06.weebly.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;>= 17% dan <= 81%;tidak memiliki;pendek;tidak menggunakan;2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://mobile-freesms.wixsite.com/minsida;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://calls-tring.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://27ypt.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://calls-tring.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://au-ma-di.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://md7jm.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://usmin-moda.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://fone-op.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://4n335.weblium.site/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://baren-od.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://rmher.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://osale-mape.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://one-usan.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://fines-gining.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://shen-amode.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://gotan-one.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://zk1u2.weblium.site/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://fau-mars.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://kaunte-mone.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://coquen-alt.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://soden-olma.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://lote-masme.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://dmacenda.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://isfane-osade.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://das-thing.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://name-ocina.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://font-makeupe.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://sugen-oda.web.app/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;>= 31% dan <= 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
